Date,Hour,Appliance,Weather,Season,Is_Weekend,Num_Occupants,Power_Usage_kWh
2025-09-24,6,HVAC,Sunny,Autumn,False,5,2.19
2025-09-24,6,Washing Machine,Sunny,Autumn,False,5,2.21
2025-09-24,6,Refrigerator,Sunny,Autumn,False,5,1.81
2025-09-24,6,Lights,Sunny,Autumn,False,5,0.98
2025-09-24,6,Oven,Sunny,Autumn,False,5,1.04
2025-09-24,7,HVAC,Cloudy,Autumn,False,3,1.64
2025-09-24,7,Washing Machine,Cloudy,Autumn,False,3,1.29
2025-09-24,7,Refrigerator,Cloudy,Autumn,False,3,1.38
2025-09-24,7,Lights,Cloudy,Autumn,False,3,0.56
2025-09-24,7,Oven,Cloudy,Autumn,False,3,0.63
2025-09-24,8,HVAC,Cloudy,Autumn,False,5,1.95
2025-09-24,8,Washing Machine,Cloudy,Autumn,False,5,0.79
2025-09-24,8,Refrigerator,Cloudy,Autumn,False,5,2.17
2025-09-24,8,Lights,Cloudy,Autumn,False,5,1.28
2025-09-24,8,Oven,Cloudy,Autumn,False,5,0.49
2025-09-24,9,HVAC,Sunny,Autumn,False,4,2.17
2025-09-24,9,Washing Machine,Sunny,Autumn,False,4,0.82
2025-09-24,9,Refrigerator,Sunny,Autumn,False,4,1.79
2025-09-24,9,Lights,Sunny,Autumn,False,4,0.59
2025-09-24,9,Oven,Sunny,Autumn,False,4,0.57
2025-09-24,10,HVAC,Rainy,Autumn,False,1,1.48
2025-09-24,10,Washing Machine,Rainy,Autumn,False,1,0.56
2025-09-24,10,Refrigerator,Rainy,Autumn,False,1,1.43
2025-09-24,10,Lights,Rainy,Autumn,False,1,0.79
2025-09-24,10,Oven,Rainy,Autumn,False,1,0.66
2025-09-24,11,HVAC,Sunny,Autumn,False,3,1.52
2025-09-24,11,Washing Machine,Sunny,Autumn,False,3,0.41
2025-09-24,11,Refrigerator,Sunny,Autumn,False,3,1.45
2025-09-24,11,Lights,Sunny,Autumn,False,3,0.96
2025-09-24,11,Oven,Sunny,Autumn,False,3,0.43
2025-09-24,12,HVAC,Cloudy,Autumn,False,5,2.25
2025-09-24,12,Washing Machine,Cloudy,Autumn,False,5,0.9
2025-09-24,12,Refrigerator,Cloudy,Autumn,False,5,1.74
2025-09-24,12,Lights,Cloudy,Autumn,False,5,0.71
2025-09-24,12,Oven,Cloudy,Autumn,False,5,1.95
2025-09-24,13,HVAC,Sunny,Autumn,False,4,2.23
2025-09-24,13,Washing Machine,Sunny,Autumn,False,4,0.58
2025-09-24,13,Refrigerator,Sunny,Autumn,False,4,1.72
2025-09-24,13,Lights,Sunny,Autumn,False,4,0.71
2025-09-24,13,Oven,Sunny,Autumn,False,4,0.81
2025-09-24,14,HVAC,Cloudy,Autumn,False,5,2.34
2025-09-24,14,Washing Machine,Cloudy,Autumn,False,5,0.73
2025-09-24,14,Refrigerator,Cloudy,Autumn,False,5,1.51
2025-09-24,14,Lights,Cloudy,Autumn,False,5,1.11
2025-09-24,14,Oven,Cloudy,Autumn,False,5,1.06
2025-09-24,15,HVAC,Rainy,Autumn,False,5,1.96
2025-09-24,15,Washing Machine,Rainy,Autumn,False,5,1.17
2025-09-24,15,Refrigerator,Rainy,Autumn,False,5,2.26
2025-09-24,15,Lights,Rainy,Autumn,False,5,1.09
2025-09-24,15,Oven,Rainy,Autumn,False,5,0.78
2025-09-24,16,HVAC,Sunny,Autumn,False,3,1.03
2025-09-24,16,Washing Machine,Sunny,Autumn,False,3,0.58
2025-09-24,16,Refrigerator,Sunny,Autumn,False,3,1.83
2025-09-24,16,Lights,Sunny,Autumn,False,3,0.88
2025-09-24,16,Oven,Sunny,Autumn,False,3,0.67
2025-09-24,17,HVAC,Rainy,Autumn,False,1,1.32
2025-09-24,17,Washing Machine,Rainy,Autumn,False,1,0.55
2025-09-24,17,Refrigerator,Rainy,Autumn,False,1,1.73
2025-09-24,17,Lights,Rainy,Autumn,False,1,0.68
2025-09-24,17,Oven,Rainy,Autumn,False,1,0.57
2025-09-24,18,HVAC,Sunny,Autumn,False,3,1.98
2025-09-24,18,Washing Machine,Sunny,Autumn,False,3,0.76
2025-09-24,18,Refrigerator,Sunny,Autumn,False,3,1.64
2025-09-24,18,Lights,Sunny,Autumn,False,3,1.19
2025-09-24,18,Oven,Sunny,Autumn,False,3,1.69
2025-09-24,19,HVAC,Rainy,Autumn,False,4,1.47
2025-09-24,19,Washing Machine,Rainy,Autumn,False,4,1.97
2025-09-24,19,Refrigerator,Rainy,Autumn,False,4,2.07
2025-09-24,19,Lights,Rainy,Autumn,False,4,1.77
2025-09-24,19,Oven,Rainy,Autumn,False,4,0.86
2025-09-24,20,HVAC,Sunny,Autumn,False,5,2.15
2025-09-24,20,Washing Machine,Sunny,Autumn,False,5,0.7
2025-09-24,20,Refrigerator,Sunny,Autumn,False,5,1.48
2025-09-24,20,Lights,Sunny,Autumn,False,5,1.47
2025-09-24,20,Oven,Sunny,Autumn,False,5,1.02
2025-09-24,21,HVAC,Sunny,Autumn,False,4,1.76
2025-09-24,21,Washing Machine,Sunny,Autumn,False,4,0.94
2025-09-24,21,Refrigerator,Sunny,Autumn,False,4,2.02
2025-09-24,21,Lights,Sunny,Autumn,False,4,1.45
2025-09-24,21,Oven,Sunny,Autumn,False,4,0.86
2025-09-24,22,HVAC,Cloudy,Autumn,False,2,1.58
2025-09-24,22,Washing Machine,Cloudy,Autumn,False,2,0.31
2025-09-24,22,Refrigerator,Cloudy,Autumn,False,2,1.14
2025-09-24,22,Lights,Cloudy,Autumn,False,2,1.07
2025-09-24,22,Oven,Cloudy,Autumn,False,2,0.42
2025-09-24,23,HVAC,Cloudy,Autumn,False,5,2.4
2025-09-24,23,Washing Machine,Cloudy,Autumn,False,5,0.6
2025-09-24,23,Refrigerator,Cloudy,Autumn,False,5,1.87
2025-09-24,23,Lights,Cloudy,Autumn,False,5,0.95
2025-09-24,23,Oven,Cloudy,Autumn,False,5,0.88
2025-09-25,0,HVAC,Rainy,Autumn,False,1,1.33
2025-09-25,0,Washing Machine,Rainy,Autumn,False,1,0.64
2025-09-25,0,Refrigerator,Rainy,Autumn,False,1,1.52
2025-09-25,0,Lights,Rainy,Autumn,False,1,0.77
2025-09-25,0,Oven,Rainy,Autumn,False,1,0.62
2025-09-25,1,HVAC,Cloudy,Autumn,False,5,1.64
2025-09-25,1,Washing Machine,Cloudy,Autumn,False,5,1.08
2025-09-25,1,Refrigerator,Cloudy,Autumn,False,5,1.92
2025-09-25,1,Lights,Cloudy,Autumn,False,5,0.64
2025-09-25,1,Oven,Cloudy,Autumn,False,5,0.88
2025-09-25,2,HVAC,Sunny,Autumn,False,1,1.16
2025-09-25,2,Washing Machine,Sunny,Autumn,False,1,0.36
2025-09-25,2,Refrigerator,Sunny,Autumn,False,1,1.19
2025-09-25,2,Lights,Sunny,Autumn,False,1,0.54
2025-09-25,2,Oven,Sunny,Autumn,False,1,0.28
2025-09-25,3,HVAC,Rainy,Autumn,False,3,1.46
2025-09-25,3,Washing Machine,Rainy,Autumn,False,3,0.85
2025-09-25,3,Refrigerator,Rainy,Autumn,False,3,2.04
2025-09-25,3,Lights,Rainy,Autumn,False,3,1.05
2025-09-25,3,Oven,Rainy,Autumn,False,3,0.9
2025-09-25,4,HVAC,Rainy,Autumn,False,1,1.55
2025-09-25,4,Washing Machine,Rainy,Autumn,False,1,0.65
2025-09-25,4,Refrigerator,Rainy,Autumn,False,1,1.76
2025-09-25,4,Lights,Rainy,Autumn,False,1,0.78
2025-09-25,4,Oven,Rainy,Autumn,False,1,0.55
2025-09-25,5,HVAC,Sunny,Autumn,False,5,2.07
2025-09-25,5,Washing Machine,Sunny,Autumn,False,5,0.76
2025-09-25,5,Refrigerator,Sunny,Autumn,False,5,1.6
2025-09-25,5,Lights,Sunny,Autumn,False,5,0.65
2025-09-25,5,Oven,Sunny,Autumn,False,5,1.07
2025-09-25,6,HVAC,Cloudy,Autumn,False,2,1.09
2025-09-25,6,Washing Machine,Cloudy,Autumn,False,2,0.35
2025-09-25,6,Refrigerator,Cloudy,Autumn,False,2,1.7
2025-09-25,6,Lights,Cloudy,Autumn,False,2,0.84
2025-09-25,6,Oven,Cloudy,Autumn,False,2,0.44
2025-09-25,7,HVAC,Rainy,Autumn,False,2,2.06
2025-09-25,7,Washing Machine,Rainy,Autumn,False,2,1.44
2025-09-25,7,Refrigerator,Rainy,Autumn,False,2,1.7
2025-09-25,7,Lights,Rainy,Autumn,False,2,0.84
2025-09-25,7,Oven,Rainy,Autumn,False,2,0.77
2025-09-25,8,HVAC,Sunny,Autumn,False,1,1.71
2025-09-25,8,Washing Machine,Sunny,Autumn,False,1,0.37
2025-09-25,8,Refrigerator,Sunny,Autumn,False,1,1.31
2025-09-25,8,Lights,Sunny,Autumn,False,1,0.54
2025-09-25,8,Oven,Sunny,Autumn,False,1,0.35
2025-09-25,9,HVAC,Sunny,Autumn,False,2,1.42
2025-09-25,9,Washing Machine,Sunny,Autumn,False,2,0.57
2025-09-25,9,Refrigerator,Sunny,Autumn,False,2,1.47
2025-09-25,9,Lights,Sunny,Autumn,False,2,0.62
2025-09-25,9,Oven,Sunny,Autumn,False,2,0.58
2025-09-25,10,HVAC,Sunny,Autumn,False,5,1.27
2025-09-25,10,Washing Machine,Sunny,Autumn,False,5,0.47
2025-09-25,10,Refrigerator,Sunny,Autumn,False,5,1.6
2025-09-25,10,Lights,Sunny,Autumn,False,5,0.76
2025-09-25,10,Oven,Sunny,Autumn,False,5,0.51
2025-09-25,11,HVAC,Rainy,Autumn,False,1,1.22
2025-09-25,11,Washing Machine,Rainy,Autumn,False,1,0.56
2025-09-25,11,Refrigerator,Rainy,Autumn,False,1,1.7
2025-09-25,11,Lights,Rainy,Autumn,False,1,0.76
2025-09-25,11,Oven,Rainy,Autumn,False,1,0.57
2025-09-25,12,HVAC,Sunny,Autumn,False,4,2.2
2025-09-25,12,Washing Machine,Sunny,Autumn,False,4,0.99
2025-09-25,12,Refrigerator,Sunny,Autumn,False,4,1.86
2025-09-25,12,Lights,Sunny,Autumn,False,4,0.87
2025-09-25,12,Oven,Sunny,Autumn,False,4,1.84
2025-09-25,13,HVAC,Sunny,Autumn,False,3,2.06
2025-09-25,13,Washing Machine,Sunny,Autumn,False,3,0.64
2025-09-25,13,Refrigerator,Sunny,Autumn,False,3,1.27
2025-09-25,13,Lights,Sunny,Autumn,False,3,0.71
2025-09-25,13,Oven,Sunny,Autumn,False,3,0.6
2025-09-25,14,HVAC,Cloudy,Autumn,False,5,1.75
2025-09-25,14,Washing Machine,Cloudy,Autumn,False,5,1.19
2025-09-25,14,Refrigerator,Cloudy,Autumn,False,5,1.46
2025-09-25,14,Lights,Cloudy,Autumn,False,5,1.06
2025-09-25,14,Oven,Cloudy,Autumn,False,5,1.12
2025-09-25,15,HVAC,Cloudy,Autumn,False,2,1.1
2025-09-25,15,Washing Machine,Cloudy,Autumn,False,2,0.39
2025-09-25,15,Refrigerator,Cloudy,Autumn,False,2,1.27
2025-09-25,15,Lights,Cloudy,Autumn,False,2,0.75
2025-09-25,15,Oven,Cloudy,Autumn,False,2,0.32
2025-09-25,16,HVAC,Cloudy,Autumn,False,1,1.46
2025-09-25,16,Washing Machine,Cloudy,Autumn,False,1,0.36
2025-09-25,16,Refrigerator,Cloudy,Autumn,False,1,1.49
2025-09-25,16,Lights,Cloudy,Autumn,False,1,0.51
2025-09-25,16,Oven,Cloudy,Autumn,False,1,0.25
2025-09-25,17,HVAC,Rainy,Autumn,False,1,1.92
2025-09-25,17,Washing Machine,Rainy,Autumn,False,1,0.65
2025-09-25,17,Refrigerator,Rainy,Autumn,False,1,1.59
2025-09-25,17,Lights,Rainy,Autumn,False,1,0.89
2025-09-25,17,Oven,Rainy,Autumn,False,1,0.68
2025-09-25,18,HVAC,Cloudy,Autumn,False,2,1.93
2025-09-25,18,Washing Machine,Cloudy,Autumn,False,2,0.46
2025-09-25,18,Refrigerator,Cloudy,Autumn,False,2,1.28
2025-09-25,18,Lights,Cloudy,Autumn,False,2,1.21
2025-09-25,18,Oven,Cloudy,Autumn,False,2,1.5
2025-09-25,19,HVAC,Cloudy,Autumn,False,4,1.11
2025-09-25,19,Washing Machine,Cloudy,Autumn,False,4,1.03
2025-09-25,19,Refrigerator,Cloudy,Autumn,False,4,2.1
2025-09-25,19,Lights,Cloudy,Autumn,False,4,0.86
2025-09-25,19,Oven,Cloudy,Autumn,False,4,0.74
2025-09-25,20,HVAC,Rainy,Autumn,False,1,2.17
2025-09-25,20,Washing Machine,Rainy,Autumn,False,1,0.67
2025-09-25,20,Refrigerator,Rainy,Autumn,False,1,1.65
2025-09-25,20,Lights,Rainy,Autumn,False,1,0.97
2025-09-25,20,Oven,Rainy,Autumn,False,1,0.57
2025-09-25,21,HVAC,Cloudy,Autumn,False,4,1.76
2025-09-25,21,Washing Machine,Cloudy,Autumn,False,4,0.8
2025-09-25,21,Refrigerator,Cloudy,Autumn,False,4,1.71
2025-09-25,21,Lights,Cloudy,Autumn,False,4,1.12
2025-09-25,21,Oven,Cloudy,Autumn,False,4,0.52
2025-09-25,22,HVAC,Rainy,Autumn,False,1,1.59
2025-09-25,22,Washing Machine,Rainy,Autumn,False,1,0.62
2025-09-25,22,Refrigerator,Rainy,Autumn,False,1,1.36
2025-09-25,22,Lights,Rainy,Autumn,False,1,1.34
2025-09-25,22,Oven,Rainy,Autumn,False,1,0.6
2025-09-25,23,HVAC,Cloudy,Autumn,False,5,1.87
2025-09-25,23,Washing Machine,Cloudy,Autumn,False,5,0.47
2025-09-25,23,Refrigerator,Cloudy,Autumn,False,5,1.96
2025-09-25,23,Lights,Cloudy,Autumn,False,5,1.21
2025-09-25,23,Oven,Cloudy,Autumn,False,5,1.13
2025-09-26,0,HVAC,Sunny,Autumn,False,5,2.15
2025-09-26,0,Washing Machine,Sunny,Autumn,False,5,0.88
2025-09-26,0,Refrigerator,Sunny,Autumn,False,5,1.49
2025-09-26,0,Lights,Sunny,Autumn,False,5,1.21
2025-09-26,0,Oven,Sunny,Autumn,False,5,0.78
2025-09-26,1,HVAC,Sunny,Autumn,False,5,1.78
2025-09-26,1,Washing Machine,Sunny,Autumn,False,5,0.63
2025-09-26,1,Refrigerator,Sunny,Autumn,False,5,1.65
2025-09-26,1,Lights,Sunny,Autumn,False,5,0.77
2025-09-26,1,Oven,Sunny,Autumn,False,5,0.95
2025-09-26,2,HVAC,Sunny,Autumn,False,5,2.01
2025-09-26,2,Washing Machine,Sunny,Autumn,False,5,1.05
2025-09-26,2,Refrigerator,Sunny,Autumn,False,5,2.1
2025-09-26,2,Lights,Sunny,Autumn,False,5,0.61
2025-09-26,2,Oven,Sunny,Autumn,False,5,0.62
2025-09-26,3,HVAC,Cloudy,Autumn,False,3,1.37
2025-09-26,3,Washing Machine,Cloudy,Autumn,False,3,0.67
2025-09-26,3,Refrigerator,Cloudy,Autumn,False,3,1.22
2025-09-26,3,Lights,Cloudy,Autumn,False,3,0.58
2025-09-26,3,Oven,Cloudy,Autumn,False,3,0.8
2025-09-26,4,HVAC,Rainy,Autumn,False,3,1.88
2025-09-26,4,Washing Machine,Rainy,Autumn,False,3,0.66
2025-09-26,4,Refrigerator,Rainy,Autumn,False,3,1.73
2025-09-26,4,Lights,Rainy,Autumn,False,3,1.13
2025-09-26,4,Oven,Rainy,Autumn,False,3,1.07
2025-09-26,5,HVAC,Cloudy,Autumn,False,1,0.98
2025-09-26,5,Washing Machine,Cloudy,Autumn,False,1,0.37
2025-09-26,5,Refrigerator,Cloudy,Autumn,False,1,1.57
2025-09-26,5,Lights,Cloudy,Autumn,False,1,0.53
2025-09-26,5,Oven,Cloudy,Autumn,False,1,0.3
2025-09-26,6,HVAC,Sunny,Autumn,False,3,1.99
2025-09-26,6,Washing Machine,Sunny,Autumn,False,3,0.52
2025-09-26,6,Refrigerator,Sunny,Autumn,False,3,1.76
2025-09-26,6,Lights,Sunny,Autumn,False,3,0.66
2025-09-26,6,Oven,Sunny,Autumn,False,3,0.4
2025-09-26,7,HVAC,Rainy,Autumn,False,3,2.31
2025-09-26,7,Washing Machine,Rainy,Autumn,False,3,1.6
2025-09-26,7,Refrigerator,Rainy,Autumn,False,3,2.01
2025-09-26,7,Lights,Rainy,Autumn,False,3,1.13
2025-09-26,7,Oven,Rainy,Autumn,False,3,1.08
2025-09-26,8,HVAC,Rainy,Autumn,False,2,1.34
2025-09-26,8,Washing Machine,Rainy,Autumn,False,2,0.72
2025-09-26,8,Refrigerator,Rainy,Autumn,False,2,1.78
2025-09-26,8,Lights,Rainy,Autumn,False,2,1.1
2025-09-26,8,Oven,Rainy,Autumn,False,2,0.82
2025-09-26,9,HVAC,Sunny,Autumn,False,1,1.69
2025-09-26,9,Washing Machine,Sunny,Autumn,False,1,0.37
2025-09-26,9,Refrigerator,Sunny,Autumn,False,1,1.41
2025-09-26,9,Lights,Sunny,Autumn,False,1,0.57
2025-09-26,9,Oven,Sunny,Autumn,False,1,0.34
2025-09-26,10,HVAC,Rainy,Autumn,False,2,1.74
2025-09-26,10,Washing Machine,Rainy,Autumn,False,2,0.77
2025-09-26,10,Refrigerator,Rainy,Autumn,False,2,1.74
2025-09-26,10,Lights,Rainy,Autumn,False,2,1.07
2025-09-26,10,Oven,Rainy,Autumn,False,2,0.64
2025-09-26,11,HVAC,Rainy,Autumn,False,3,2.33
2025-09-26,11,Washing Machine,Rainy,Autumn,False,3,0.98
2025-09-26,11,Refrigerator,Rainy,Autumn,False,3,1.81
2025-09-26,11,Lights,Rainy,Autumn,False,3,1.03
2025-09-26,11,Oven,Rainy,Autumn,False,3,0.65
2025-09-26,12,HVAC,Sunny,Autumn,False,4,1.53
2025-09-26,12,Washing Machine,Sunny,Autumn,False,4,0.85
2025-09-26,12,Refrigerator,Sunny,Autumn,False,4,1.94
2025-09-26,12,Lights,Sunny,Autumn,False,4,0.57
2025-09-26,12,Oven,Sunny,Autumn,False,4,1.03
2025-09-26,13,HVAC,Sunny,Autumn,False,4,1.71
2025-09-26,13,Washing Machine,Sunny,Autumn,False,4,0.67
2025-09-26,13,Refrigerator,Sunny,Autumn,False,4,1.51
2025-09-26,13,Lights,Sunny,Autumn,False,4,0.82
2025-09-26,13,Oven,Sunny,Autumn,False,4,0.56
2025-09-26,14,HVAC,Sunny,Autumn,False,3,1.42
2025-09-26,14,Washing Machine,Sunny,Autumn,False,3,0.43
2025-09-26,14,Refrigerator,Sunny,Autumn,False,3,1.29
2025-09-26,14,Lights,Sunny,Autumn,False,3,0.82
2025-09-26,14,Oven,Sunny,Autumn,False,3,0.61
2025-09-26,15,HVAC,Sunny,Autumn,False,5,1.49
2025-09-26,15,Washing Machine,Sunny,Autumn,False,5,1.19
2025-09-26,15,Refrigerator,Sunny,Autumn,False,5,2.2
2025-09-26,15,Lights,Sunny,Autumn,False,5,1.16
2025-09-26,15,Oven,Sunny,Autumn,False,5,0.6
2025-09-26,16,HVAC,Sunny,Autumn,False,5,1.63
2025-09-26,16,Washing Machine,Sunny,Autumn,False,5,0.78
2025-09-26,16,Refrigerator,Sunny,Autumn,False,5,1.3
2025-09-26,16,Lights,Sunny,Autumn,False,5,0.55
2025-09-26,16,Oven,Sunny,Autumn,False,5,0.47
2025-09-26,17,HVAC,Sunny,Autumn,False,2,0.96
2025-09-26,17,Washing Machine,Sunny,Autumn,False,2,0.49
2025-09-26,17,Refrigerator,Sunny,Autumn,False,2,1.61
2025-09-26,17,Lights,Sunny,Autumn,False,2,0.53
2025-09-26,17,Oven,Sunny,Autumn,False,2,0.48
2025-09-26,18,HVAC,Cloudy,Autumn,False,4,1.19
2025-09-26,18,Washing Machine,Cloudy,Autumn,False,4,0.77
2025-09-26,18,Refrigerator,Cloudy,Autumn,False,4,1.82
2025-09-26,18,Lights,Cloudy,Autumn,False,4,1.41
2025-09-26,18,Oven,Cloudy,Autumn,False,4,1.82
2025-09-26,19,HVAC,Sunny,Autumn,False,2,2.04
2025-09-26,19,Washing Machine,Sunny,Autumn,False,2,1.27
2025-09-26,19,Refrigerator,Sunny,Autumn,False,2,1.58
2025-09-26,19,Lights,Sunny,Autumn,False,2,0.83
2025-09-26,19,Oven,Sunny,Autumn,False,2,0.44
2025-09-26,20,HVAC,Sunny,Autumn,False,1,1.62
2025-09-26,20,Washing Machine,Sunny,Autumn,False,1,0.37
2025-09-26,20,Refrigerator,Sunny,Autumn,False,1,1.48
2025-09-26,20,Lights,Sunny,Autumn,False,1,0.59
2025-09-26,20,Oven,Sunny,Autumn,False,1,0.27
2025-09-26,21,HVAC,Sunny,Autumn,False,4,1.4
2025-09-26,21,Washing Machine,Sunny,Autumn,False,4,0.51
2025-09-26,21,Refrigerator,Sunny,Autumn,False,4,1.52
2025-09-26,21,Lights,Sunny,Autumn,False,4,1.09
2025-09-26,21,Oven,Sunny,Autumn,False,4,0.48
2025-09-26,22,HVAC,Sunny,Autumn,False,3,1.17
2025-09-26,22,Washing Machine,Sunny,Autumn,False,3,0.46
2025-09-26,22,Refrigerator,Sunny,Autumn,False,3,1.73
2025-09-26,22,Lights,Sunny,Autumn,False,3,1.29
2025-09-26,22,Oven,Sunny,Autumn,False,3,0.65
2025-09-26,23,HVAC,Sunny,Autumn,False,3,1.36
2025-09-26,23,Washing Machine,Sunny,Autumn,False,3,0.61
2025-09-26,23,Refrigerator,Sunny,Autumn,False,3,1.81
2025-09-26,23,Lights,Sunny,Autumn,False,3,0.64
2025-09-26,23,Oven,Sunny,Autumn,False,3,0.53
2025-09-27,0,HVAC,Cloudy,Autumn,True,4,1.79
2025-09-27,0,Washing Machine,Cloudy,Autumn,True,4,0.93
2025-09-27,0,Refrigerator,Cloudy,Autumn,True,4,1.64
2025-09-27,0,Lights,Cloudy,Autumn,True,4,0.71
2025-09-27,0,Oven,Cloudy,Autumn,True,4,0.42
2025-09-27,1,HVAC,Sunny,Autumn,True,5,1.15
2025-09-27,1,Washing Machine,Sunny,Autumn,True,5,0.85
2025-09-27,1,Refrigerator,Sunny,Autumn,True,5,1.46
2025-09-27,1,Lights,Sunny,Autumn,True,5,1.0
2025-09-27,1,Oven,Sunny,Autumn,True,5,0.5
2025-09-27,2,HVAC,Cloudy,Autumn,True,1,1.04
2025-09-27,2,Washing Machine,Cloudy,Autumn,True,1,0.38
2025-09-27,2,Refrigerator,Cloudy,Autumn,True,1,1.48
2025-09-27,2,Lights,Cloudy,Autumn,True,1,0.38
2025-09-27,2,Oven,Cloudy,Autumn,True,1,0.27
2025-09-27,3,HVAC,Sunny,Autumn,True,5,1.33
2025-09-27,3,Washing Machine,Sunny,Autumn,True,5,0.88
2025-09-27,3,Refrigerator,Sunny,Autumn,True,5,1.88
2025-09-27,3,Lights,Sunny,Autumn,True,5,0.9
2025-09-27,3,Oven,Sunny,Autumn,True,5,0.47
2025-09-27,4,HVAC,Cloudy,Autumn,True,3,1.76
2025-09-27,4,Washing Machine,Cloudy,Autumn,True,3,0.61
2025-09-27,4,Refrigerator,Cloudy,Autumn,True,3,1.71
2025-09-27,4,Lights,Cloudy,Autumn,True,3,0.91
2025-09-27,4,Oven,Cloudy,Autumn,True,3,0.43
2025-09-27,5,HVAC,Rainy,Autumn,True,1,1.45
2025-09-27,5,Washing Machine,Rainy,Autumn,True,1,0.68
2025-09-27,5,Refrigerator,Rainy,Autumn,True,1,1.49
2025-09-27,5,Lights,Rainy,Autumn,True,1,0.9
2025-09-27,5,Oven,Rainy,Autumn,True,1,0.69
2025-09-27,6,HVAC,Cloudy,Autumn,True,5,1.77
2025-09-27,6,Washing Machine,Cloudy,Autumn,True,5,0.88
2025-09-27,6,Refrigerator,Cloudy,Autumn,True,5,1.72
2025-09-27,6,Lights,Cloudy,Autumn,True,5,0.87
2025-09-27,6,Oven,Cloudy,Autumn,True,5,0.46
2025-09-27,7,HVAC,Rainy,Autumn,True,1,1.4
2025-09-27,7,Washing Machine,Rainy,Autumn,True,1,1.36
2025-09-27,7,Refrigerator,Rainy,Autumn,True,1,1.54
2025-09-27,7,Lights,Rainy,Autumn,True,1,0.9
2025-09-27,7,Oven,Rainy,Autumn,True,1,0.7
2025-09-27,8,HVAC,Cloudy,Autumn,True,4,1.37
2025-09-27,8,Washing Machine,Cloudy,Autumn,True,4,0.8
2025-09-27,8,Refrigerator,Cloudy,Autumn,True,4,1.81
2025-09-27,8,Lights,Cloudy,Autumn,True,4,0.89
2025-09-27,8,Oven,Cloudy,Autumn,True,4,0.51
2025-09-27,9,HVAC,Rainy,Autumn,True,4,1.76
2025-09-27,9,Washing Machine,Rainy,Autumn,True,4,0.97
2025-09-27,9,Refrigerator,Rainy,Autumn,True,4,2.22
2025-09-27,9,Lights,Rainy,Autumn,True,4,1.49
2025-09-27,9,Oven,Rainy,Autumn,True,4,0.77
2025-09-27,10,HVAC,Cloudy,Autumn,True,2,1.57
2025-09-27,10,Washing Machine,Cloudy,Autumn,True,2,0.5
2025-09-27,10,Refrigerator,Cloudy,Autumn,True,2,1.44
2025-09-27,10,Lights,Cloudy,Autumn,True,2,0.46
2025-09-27,10,Oven,Cloudy,Autumn,True,2,0.59
2025-09-27,11,HVAC,Cloudy,Autumn,True,1,1.35
2025-09-27,11,Washing Machine,Cloudy,Autumn,True,1,0.3
2025-09-27,11,Refrigerator,Cloudy,Autumn,True,1,1.45
2025-09-27,11,Lights,Cloudy,Autumn,True,1,0.48
2025-09-27,11,Oven,Cloudy,Autumn,True,1,0.26
2025-09-27,12,HVAC,Cloudy,Autumn,True,1,1.46
2025-09-27,12,Washing Machine,Cloudy,Autumn,True,1,0.27
2025-09-27,12,Refrigerator,Cloudy,Autumn,True,1,1.29
2025-09-27,12,Lights,Cloudy,Autumn,True,1,0.62
